product_name,product_type,active_ingredients,skin_type,benefits,brand,product_name_clean,active_ingredients_clean,benefits_clean,text,normalized_text,clean_text
Emina Capsule Treat Gel Mask Honey,Mask,"Glycerin, Trehalose, Honey Extract, Allantoin, Sodium Hyaluronate",Semua Jenis Kulit,melembabkan kulit,emina,emina capsule treat gel mask honey,glycerin trehalose honey extract allantoin sodium hyaluronate,melembabkan kulit,emina capsule treat gel mask honey glycerin trehalose honey extract allantoin sodium hyaluronate melembabkan kulit,emina capsule treat gel mask honey glycerin trehalose honey extract allantoin sodium hyaluronate melembabkan kulit,emina capsule treat gel mask honey glycerin trehalose honey extract allantoin sodium hyaluronate melembabkan kulit
Emina Capsule Treat Gel Mask Green Tea,Mask,"Glycerin, Trehalose, Camellia Sinensis Leaf Extract, Sodium Ascorbyl Phosphate, Allantoin",Semua Jenis Kulit,melembabkan dan melindungi dati kerusakan akibat radiasi serta menutrisi kulit sensitif dan melindungi skin barier.,emina,emina capsule treat gel mask green tea,glycerin trehalose camellia sinensis leaf extract sodium ascorbyl phosphate allantoin,melembabkan dan melindungi dati kerusakan akibat radiasi serta menutrisi kulit sensitif dan melindungi skin barier,emina capsule treat gel mask green tea glycerin trehalose camellia sinensis leaf extract sodium ascorbyl phosphate allantoin melembabkan dan melindungi dati kerusakan akibat radiasi serta menutrisi kulit sensitif dan melindungi skin barier,emina capsule treat gel mask green tea glycerin trehalose camellia sinensis leaf extract sodium ascorbyl phosphate allantoin melembabkan dan melindungi dati kerusakan akibat radiasi serta menutrisi kulit sensitif dan melindungi skin barier,emina capsule treat gel mask green tea glycerin trehalose camellia sinensis leaf extract sodium ascorbyl phosphate allantoin melembabkan dan lindung dati rusa akibat radiasi serta nutrisi kulit sensitif dan lindung skin barier
Emina Oat Amino Ceramide Barrier Low pH Gel Cleanser ,Cleanser,"Glycerin, Trehalose, Allantoin, Beta-Glucan, Sodium Lauroyl Oat Amino Acids, Ceramide NP, Cholesterol",Semua Jenis Kulit,"Perbaiki skin barrier kulit, Kontrol minyak sebum secara efektif, Memberikan kelembapan tanpa ketarik, Cocok untuk semua jenis kulit dan sensitif, Membersihkan kulit dengan lembut dan efisien.",emina,emina oat amino ceramide barrier low ph gel cleanser,glycerin trehalose allantoin beta glucan sodium lauroyl oat amino acids ceramide np cholesterol,perbaiki skin barrier kulit kontrol minyak sebum secara efektif memberikan kelembapan tanpa ketarik cocok untuk semua jenis kulit dan sensitif membersihkan kulit dengan lembut dan efisien,emina oat amino ceramide barrier low ph gel cleanser glycerin trehalose allantoin beta glucan sodium lauroyl oat amino acids ceramide np cholesterol perbaiki skin barrier kulit kontrol minyak sebum secara efektif memberikan kelembapan tanpa ketarik cocok untuk semua jenis kulit dan sensitif membersihkan kulit dengan lembut dan efisien,emina oat amino ceramide barrier low ph gel cleanser glycerin trehalose allantoin beta glucan sodium lauroyl oat amino acids ceramide np cholesterol perbaiki skin barrier kulit kontrol minyak sebum secara efektif memberikan kelembapan tanpa ketarik cocok untuk semua jenis kulit dan sensitif membersihkan kulit dengan lembut dan efisien,emina oat amino ceramide barrier low ph gel cleanser glycerin trehalose allantoin beta glucan sodium lauroyl oat amino acids ceramide np cholesterol baik skin barrier kulit kontrol minyak sebum cara efektif beri lembap tanpa tarik cocok untuk semua jenis kulit dan sensitif bersih kulit dengan lembut dan efisien
Emina Ms. Pimple Calming Gel,Moisturizer,"Niacinamide, Trehalose, Shea Butter, Bisabolol, Ceramide NP, Cholesterol, Salicylic Acid, Epilobium Angustifolium Extract",Semua Jenis Kulit,"Melembabkan dan megurangi minyak berlebih, anti inflamasi dan menenangkan.",emina,emina ms pimple calming gel,niacinamide trehalose shea butter bisabolol ceramide np cholesterol salicylic acid epilobium angustifolium extract,melembabkan dan megurangi minyak berlebih anti inflamasi dan menenangkan,emina ms pimple calming gel niacinamide trehalose shea butter bisabolol ceramide np cholesterol salicylic acid epilobium angustifolium extract melembabkan dan megurangi minyak berlebih anti inflamasi dan menenangkan,emina ms pimple calming gel niacinamide trehalose shea butter bisabolol ceramide np cholesterol salicylic acid epilobium angustifolium extract melembabkan dan megurangi minyak berlebih anti inflamasi dan menenangkan,emina ms pimple calming gel niacinamide trehalose shea butter bisabolol ceramide np cholesterol salicylic acid epilobium angustifolium extract melembabkan dan megurangi minyak lebih anti inflamasi dan tenang
Glad2Glow Berry Peptide Eye Cream,Eye Cream,"Niacinamide, Sodium Hyaluronate, Ceramide NP, Ceramide AP, Ceramide NS, Ceramide NG, Ceramide EOP, Palmitoyl Pentapeptide-4, Acetyl Tetrapeptide-5, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Tocopheryl Acetate, Bisabolol",Semua Jenis Kulit,"Mengurangi lingkar hitam area mata
Mencerahkan lingkar hitam area mata
Menjaga kekencangan kulit di area sekitar mata",glad2glow,gladlow berry peptide eye cream,niacinamide sodium hyaluronate ceramide np ceramide ap ceramide ns ceramide ng ceramide eop palmitoyl pentapeptide 4 acetyl tetrapeptide 5 dipeptide diaminobutyroyl benzylamide diacetate tocopheryl acetate bisabolol,mengurangi lingkar hitam area mata mencerahkan lingkar hitam area mata menjaga kekencangan kulit di area sekitar mata,gladlow berry peptide eye cream niacinamide sodium hyaluronate ceramide np ceramide ap ceramide ns ceramide ng ceramide eop palmitoyl pentapeptide 4 acetyl tetrapeptide 5 dipeptide diaminobutyroyl benzylamide diacetate tocopheryl acetate bisabolol mengurangi lingkar hitam area mata mencerahkan lingkar hitam area mata menjaga kekencangan kulit di area sekitar mata,gladlow berry peptide eye cream niacinamide sodium hyaluronate ceramide np ceramide ap ceramide ns ceramide ng ceramide eop palmitoyl pentapeptide acetyl tetrapeptide dipeptide diaminobutyroyl benzylamide diacetate tocopheryl acetate bisabolol mengurangi lingkar hitam area mata mencerahkan lingkar hitam area mata menjaga kekencangan kulit di area sekitar mata,gladlow berry peptide eye cream niacinamide sodium hyaluronate ceramide np ceramide ap ceramide ns ceramide ng ceramide eop palmitoyl pentapeptide acetyl tetrapeptide dipeptide diaminobutyroyl benzylamide diacetate tocopheryl acetate bisabolol kurang lingkar hitam area mata cerah lingkar hitam area mata jaga kencang kulit di area sekitar mata
Glad2Glow Tremella Vita B5 Sensitive Calming Moisturizer,Moisturizer,"Squalane, Panthenol, Tremella Fuciformis Sporocarp Extract, Portulaca Oleracea Extract, Lactobacillus/Soymilk Ferment Filtrate, Bisabolol, Ectoin, Sodium Hyaluronate, Crocus Sativus Flower Extract, Tocopherol, Lecithin",Semua Jenis Kulit,"Menenangkan kemerahan akibat iritasi ringan
Merawat dan menjaga skin barrier pada kulit yang sensitif
Menghidrasi dan mengunci kelembaban pada kulit",glad2glow,gladlow tremella vita b5 sensitive calming moisturizer,squalane panthenol tremella fuciformis sporocarp extract portulaca oleracea extract lactobacillus soymilk ferment filtrate bisabolol ectoin sodium hyaluronate crocus sativus flower extract tocopherol lecithin,menenangkan kemerahan akibat iritasi ringan merawat dan menjaga skin barrier pada kulit yang sensitif menghidrasi dan mengunci kelembaban pada kulit,gladlow tremella vita b5 sensitive calming moisturizer squalane panthenol tremella fuciformis sporocarp extract portulaca oleracea extract lactobacillus soymilk ferment filtrate bisabolol ectoin sodium hyaluronate crocus sativus flower extract tocopherol lecithin menenangkan kemerahan akibat iritasi ringan merawat dan menjaga skin barrier pada kulit yang sensitif menghidrasi dan mengunci kelembaban pada kulit,gladlow tremella vita b sensitive calming moisturizer squalane panthenol tremella fuciformis sporocarp extract portulaca oleracea extract lactobacillus soymilk ferment filtrate bisabolol ectoin sodium hyaluronate crocus sativus flower extract tocopherol lecithin menenangkan kemerahan akibat iritasi ringan merawat dan menjaga skin barrier pada kulit yang sensitif menghidrasi dan mengunci kelembaban pada kulit,gladlow tremella vita b sensitive calming moisturizer squalane panthenol tremella fuciformis sporocarp extract portulaca oleracea extract lactobacillus soymilk ferment filtrate bisabolol ectoin sodium hyaluronate crocus sativus flower extract tocopherol lecithin tenang merah akibat iritasi ringan rawat dan jaga skin barrier pada kulit yang sensitif hidrasi dan kunci kelembaban pada kulit
Glad2Glow Blueberry Ceramide Low pH Gel Cleanser,Cleanser,"Ceramide EOP, Ceramide NP, Ceramide AS, Ceramide AP, Centella Asiatica Leaf Extract, Vaccinium Angustifolium Fruit Extract",Semua Jenis Kulit,"Membersihkan kotoran dan minyak tanpa rasa kering tertarik
pH level 5.5 yang nyaman untuk skin barrier
Membuat kulit terasa bersih dan segar",glad2glow,gladlow blueberry ceramide low ph gel cleanser,ceramide eop ceramide np ceramide as ceramide ap centella asiatica leaf extract vaccinium angustifolium fruit extract,membersihkan kotoran dan minyak tanpa rasa kering tertarik ph level yang nyaman untuk skin barrier membuat kulit terasa bersih dan segar,gladlow blueberry ceramide low ph gel cleanser ceramide eop ceramide np ceramide as ceramide ap centella asiatica leaf extract vaccinium angustifolium fruit extract membersihkan kotoran dan minyak tanpa rasa kering tertarik ph level yang nyaman untuk skin barrier membuat kulit terasa bersih dan segar,gladlow blueberry ceramide low ph gel cleanser ceramide eop ceramide np ceramide as ceramide ap centella asiatica leaf extract vaccinium angustifolium fruit extract membersihkan kotoran dan minyak tanpa rasa kering tertarik ph level yang nyaman untuk skin barrier membuat kulit terasa bersih dan segar,gladlow blueberry ceramide low ph gel cleanser ceramide eop ceramide np ceramide as ceramide ap centella asiatica leaf extract vaccinium angustifolium fruit extract bersih kotor dan minyak tanpa rasa kering tarik ph level yang nyaman untuk skin barrier buat kulit asa bersih dan segar
Glad2Glow Volcano 3d Acid Pore Clay Mask,Mask,"Capryloyl Salicylic Acid, Lactobionic Acid, Mandelic Acid, Bisabolol, Allantoin, Gentiana Scabra Root Extract, Lactobacillus/Soymilk Ferment Filtrate, Sodium Hyaluronate, Tocopherol, Centella Asiatica Leaf Extract, Alchemilla Vulgaris Extract, Sophora Flavescens Root Extract, Opuntia Ficus-Indica Stem Extract, Ophiopogon Japonicus Root Extract, Hibiscus Abelmoschus Seed Extract, Pyrus Cydonia Seed Extract, Glycine Soja (Soybean) Seed Extract, Castanea Sativa Seed Extract, Helianthus Annuus Seed Extract
",Semua Jenis Kulit,"Membersihkan pori secara mendalam dan lembut
Mengurangi tampilan blackhead dan whitehead
Mengeksfoliasi dan mendetoks kulit wajah tanpa iritasi
Menjaga dan meningkatkan skin barrier
Menjadikan kulit lebih halus & bersih",glad2glow,gladlow volcano 3d acid pore clay mask,capryloyl salicylic acid lactobionic acid mandelic acid bisabolol allantoin gentiana scabra root extract lactobacillus soymilk ferment filtrate sodium hyaluronate tocopherol centella asiatica leaf extract alchemilla vulgaris extract sophora flavescens root extract opuntia ficus indica stem extract ophiopogon japonicus root extract hibiscus abelmoschus seed extract pyrus cydonia seed extract glycine soja soybean seed extract castanea sativa seed extract helianthus annuus seed extract,membersihkan pori secara mendalam dan lembut mengurangi tampilan blackhead dan whitehead mengeksfoliasi dan mendetoks kulit wajah tanpa iritasi menjaga dan meningkatkan skin barrier menjadikan kulit lebih halus dan bersih,gladlow volcano 3d acid pore clay mask capryloyl salicylic acid lactobionic acid mandelic acid bisabolol allantoin gentiana scabra root extract lactobacillus soymilk ferment filtrate sodium hyaluronate tocopherol centella asiatica leaf extract alchemilla vulgaris extract sophora flavescens root extract opuntia ficus indica stem extract ophiopogon japonicus root extract hibiscus abelmoschus seed extract pyrus cydonia seed extract glycine soja soybean seed extract castanea sativa seed extract helianthus annuus seed extract membersihkan pori secara mendalam dan lembut mengurangi tampilan blackhead dan whitehead mengeksfoliasi dan mendetoks kulit wajah tanpa iritasi menjaga dan meningkatkan skin barrier menjadikan kulit lebih halus dan bersih,gladlow volcano d acid pore clay mask capryloyl salicylic acid lactobionic acid mandelic acid bisabolol allantoin gentiana scabra root extract lactobacillus soymilk ferment filtrate sodium hyaluronate tocopherol centella asiatica leaf extract alchemilla vulgaris extract sophora flavescens root extract opuntia ficus indica stem extract ophiopogon japonicus root extract hibiscus abelmoschus seed extract pyrus cydonia seed extract glycine soja soybean seed extract castanea sativa seed extract helianthus annuus seed extract membersihkan pori secara mendalam dan lembut mengurangi tampilan blackhead dan whitehead mengeksfoliasi dan mendetoks kulit wajah tanpa iritasi menjaga dan meningkatkan skin barrier menjadikan kulit lebih halus dan bersih,gladlow volcano d acid pore clay mask capryloyl salicylic acid lactobionic acid mandelic acid bisabolol allantoin gentiana scabra root extract lactobacillus soymilk ferment filtrate sodium hyaluronate tocopherol centella asiatica leaf extract alchemilla vulgar extract sophora flavescens root extract opuntia ficus indica stem extract ophiopogon japonicus root extract hibiscus abelmoschus seed extract pyrus cydonia seed extract glycine soja soybean seed extract castanea sativa seed extract helianthus annuus seed extract bersih pori cara dalam dan lembut kurang tampil blackhead dan whitehead eksfoliasi dan mendetoks kulit wajah tanpa iritasi jaga dan tingkat skin barrier jadi kulit lebih halus dan bersih
Glad2Glow Propolis Hyaluronic Acid Toner,Toner,"Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Sodium Hyaluronate, Propolis Extract, Honey Extract, Centella Asiatica Extract, Ceramide EOP, Ceramide NS, Ceramide NG, Ceramide AP, Ceramide AS, Ceramide NP, Panthenol, Allantoin, Hydrogenated Lecithin, Sophora Flavescens Root Extract, Opuntia Ficus-Indica Stem Extract, Ophiopogon Japonicus Root Extract, Gentiana Scabra Extract",Semua Jenis Kulit,"Menghaluskan tekstur kulit wajah
Melembabkan kulit wajah
Menjaga skin barrier kulit tetap sehat",glad2glow,gladlow propolis hyaluronic acid toner,sodium hyaluronate sodium acetylated hyaluronate hydrolyzed sodium hyaluronate propolis extract honey extract centella asiatica extract ceramide eop ceramide ns ceramide ng ceramide ap ceramide as ceramide np panthenol allantoin hydrogenated lecithin sophora flavescens root extract opuntia ficus indica stem extract ophiopogon japonicus root extract gentiana scabra extract,menghaluskan tekstur kulit wajah melembabkan kulit wajah menjaga skin barrier kulit tetap sehat,gladlow propolis hyaluronic acid toner sodium hyaluronate sodium acetylated hyaluronate hydrolyzed sodium hyaluronate propolis extract honey extract centella asiatica extract ceramide eop ceramide ns ceramide ng ceramide ap ceramide as ceramide np panthenol allantoin hydrogenated lecithin sophora flavescens root extract opuntia ficus indica stem extract ophiopogon japonicus root extract gentiana scabra extract menghaluskan tekstur kulit wajah melembabkan kulit wajah menjaga skin barrier kulit tetap sehat,gladlow propolis hyaluronic acid toner sodium hyaluronate sodium acetylated hyaluronate hydrolyzed sodium hyaluronate propolis extract honey extract centella asiatica extract ceramide eop ceramide ns ceramide ng ceramide ap ceramide as ceramide np panthenol allantoin hydrogenated lecithin sophora flavescens root extract opuntia ficus indica stem extract ophiopogon japonicus root extract gentiana scabra extract menghaluskan tekstur kulit wajah melembabkan kulit wajah menjaga skin barrier kulit tetap sehat,gladlow propolis hyaluronic acid toner sodium hyaluronate sodium acetylated hyaluronate hydrolyzed sodium hyaluronate propolis extract honey extract centella asiatica extract ceramide eop ceramide ns ceramide ng ceramide ap ceramide as ceramide np panthenol allantoin hydrogenated lecithin sophora flavescens root extract opuntia ficus indica stem extract ophiopogon japonicus root extract gentiana scabra extract halus tekstur kulit wajah melembabkan kulit wajah jaga skin barrier kulit tetap sehat
Glad2Glow Light Sunscreen Gel UV SPF50 Pa+++,Sunscreen,"Octocrylene, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Sodium Hyaluronate, Ceramide EOP, Ceramide AP, Ceramide NS, Ceramide NG, Ceramide AS, Ceramide NP, Centella Asiatica Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Hydrogenated Lecithin",Semua Jenis Kulit,"Melindungi kulit dari paparan sinar UV 
Memberikan kelembaban pada kulit
Menjaga skin barrier kulit",glad2glow,gladlow light sunscreen gel uv spf50 pa+++,octocrylene ethylhexyl methoxycinnamate butyl methoxydibenzoylmethane sodium hyaluronate ceramide eop ceramide ap ceramide ns ceramide ng ceramide as ceramide np centella asiatica extract chamomilla recutita matricaria flower extract rosmarinus officinalis rosemary leaf extract camellia sinensis leaf extract glycyrrhiza glabra licorice root extract polygonum cuspidatum root extract scutellaria baicalensis root extract hydrogenated lecithin,melindungi kulit dari paparan sinar uv memberikan kelembaban pada kulit menjaga skin barrier kulit,gladlow light sunscreen gel uv spf50 pa+++ octocrylene ethylhexyl methoxycinnamate butyl methoxydibenzoylmethane sodium hyaluronate ceramide eop ceramide ap ceramide ns ceramide ng ceramide as ceramide np centella asiatica extract chamomilla recutita matricaria flower extract rosmarinus officinalis rosemary leaf extract camellia sinensis leaf extract glycyrrhiza glabra licorice root extract polygonum cuspidatum root extract scutellaria baicalensis root extract hydrogenated lecithin melindungi kulit dari paparan sinar uv memberikan kelembaban pada kulit menjaga skin barrier kulit,gladlow light sunscreen gel uv spf pa octocrylene ethylhexyl methoxycinnamate butyl methoxydibenzoylmethane sodium hyaluronate ceramide eop ceramide ap ceramide ns ceramide ng ceramide as ceramide np centella asiatica extract chamomilla recutita matricaria flower extract rosmarinus officinalis rosemary leaf extract camellia sinensis leaf extract glycyrrhiza glabra licorice root extract polygonum cuspidatum root extract scutellaria baicalensis root extract hydrogenated lecithin melindungi kulit dari paparan sinar uv memberikan kelembaban pada kulit menjaga skin barrier kulit,gladlow light sunscreen gel uv spf pa octocrylene ethylhexyl methoxycinnamate butyl methoxydibenzoylmethane sodium hyaluronate ceramide eop ceramide ap ceramide ns ceramide ng ceramide as ceramide np centella asiatica extract chamomilla recutita matricaria flower extract rosmarinus officinalis rosemary leaf extract camellia sinensis leaf extract glycyrrhiza glabra licorice root extract polygonum cuspidatum root extract scutellaria baicalensis root extract hydrogenated lecithin lindung kulit dari papar sinar uv beri kelembaban pada kulit jaga skin barrier kulit
Glad2Glow AHA BHA PHA Intensive Peeling Solution,Serum,"Glycolic Acid, Niacinamide, Lactic Acid, Aloe Barbadensis Leaf Water, Salicylic Acid, Gluconolactone, Beta-Glucan, Hydrogenated Lecithin, Sodium Hyaluronate, Zinc PCA, Centella Asiatica Leaf Extract, Sodium Lactate, Paeonia Albiflora Root Extract",Semua Jenis Kulit,"Mencerahkan dan melembutkan wajah
Mengangkat sel kulit mati dan minyak dalam kulit
Membantu untuk mengecilkan tampilan pori-pori dan meratakan tekstur kulit
Membantu proses pengeringan jerawat",glad2glow,gladlow aha bha pha intensive peeling solution,glycolic acid niacinamide lactic acid aloe barbadensis leaf water salicylic acid gluconolactone beta glucan hydrogenated lecithin sodium hyaluronate zinc pca centella asiatica leaf extract sodium lactate paeonia albiflora root extract,mencerahkan dan melembutkan wajah mengangkat sel kulit mati dan minyak dalam kulit membantu untuk mengecilkan tampilan pori pori dan meratakan tekstur kulit membantu proses pengeringan jerawat,gladlow aha bha pha intensive peeling solution glycolic acid niacinamide lactic acid aloe barbadensis leaf water salicylic acid gluconolactone beta glucan hydrogenated lecithin sodium hyaluronate zinc pca centella asiatica leaf extract sodium lactate paeonia albiflora root extract mencerahkan dan melembutkan wajah mengangkat sel kulit mati dan minyak dalam kulit membantu untuk mengecilkan tampilan pori pori dan meratakan tekstur kulit membantu proses pengeringan jerawat,gladlow aha bha pha intensive peeling solution glycolic acid niacinamide lactic acid aloe barbadensis leaf water salicylic acid gluconolactone beta glucan hydrogenated lecithin sodium hyaluronate zinc pca centella asiatica leaf extract sodium lactate paeonia albiflora root extract mencerahkan dan melembutkan wajah mengangkat sel kulit mati dan minyak dalam kulit membantu untuk mengecilkan tampilan pori pori dan meratakan tekstur kulit membantu proses pengeringan jerawat,gladlow aha bha pha intensive peeling solution glycolic acid niacinamide lactic acid aloe barbadensis leaf water salicylic acid gluconolactone beta glucan hydrogenated lecithin sodium hyaluronate zinc pca centella asiatica leaf extract sodium lactate paeonia albiflora root extract cerah dan lembut wajah angkat sel kulit mati dan minyak dalam kulit bantu untuk kecil tampil pori pori dan rata tekstur kulit bantu proses ering jerawat
Glad2Glow Watermelon Vitamin C Ice-cream Cleansing Balm,Cleanser,"Citrullus Vulgaris (Watermelon) Fruit Extract, Centella Asiatica Extract, Ceramide NP, Ceramide EOP, Ceramide NG, Ceramide AS, Ceramide AP, Ascorbic Acid, Tocopherol, Hydrogenated Lecithin, Glycerin
",Semua Jenis Kulit,"Membersihkan makeup dengan bersih
Menghapus makeup waterproof dengan mudah dan lembut
Merawat dan melindungi skin barrier",glad2glow,gladlow watermelon vitamin c ice cream cleansing balm,citrullus vulgaris watermelon fruit extract centella asiatica extract ceramide np ceramide eop ceramide ng ceramide as ceramide ap ascorbic acid tocopherol hydrogenated lecithin glycerin,membersihkan makeup dengan bersih menghapus makeup waterproof dengan mudah dan lembut merawat dan melindungi skin barrier,gladlow watermelon vitamin c ice cream cleansing balm citrullus vulgaris watermelon fruit extract centella asiatica extract ceramide np ceramide eop ceramide ng ceramide as ceramide ap ascorbic acid tocopherol hydrogenated lecithin glycerin membersihkan makeup dengan bersih menghapus makeup waterproof dengan mudah dan lembut merawat dan melindungi skin barrier,gladlow watermelon vitamin c ice cream cleansing balm citrullus vulgaris watermelon fruit extract centella asiatica extract ceramide np ceramide eop ceramide ng ceramide as ceramide ap ascorbic acid tocopherol hydrogenated lecithin glycerin membersihkan makeup dengan bersih menghapus makeup waterproof dengan mudah dan lembut merawat dan melindungi skin barrier,gladlow watermelon vitamin c ice cream cleansing balm citrullus vulgar watermelon fruit extract centella asiatica extract ceramide np ceramide eop ceramide ng ceramide as ceramide ap ascorbic acid tocopherol hydrogenated lecithin glycerin bersih makeup dengan bersih hapus makeup waterproof dengan mudah dan lembut rawat dan lindung skin barrier
Glad2Glow Cherry Blossom Betaine Micellar Water,Cleanser,"Prunus Speciosa Flower Extract, Betaine",Semua Jenis Kulit,"Membersihkan makeup waterproof dan kotoran
Memberikan rasa segar dan lembab
Tidak terasa lengket setelah membersihkan wajah",glad2glow,gladlow cherry blossom betaine micellar water,prunus speciosa flower extract betaine,membersihkan makeup waterproof dan kotoran memberikan rasa segar dan lembab tidak terasa lengket setelah membersihkan wajah,gladlow cherry blossom betaine micellar water prunus speciosa flower extract betaine membersihkan makeup waterproof dan kotoran memberikan rasa segar dan lembab tidak terasa lengket setelah membersihkan wajah,gladlow cherry blossom betaine micellar water prunus speciosa flower extract betaine membersihkan makeup waterproof dan kotoran memberikan rasa segar dan lembab tidak terasa lengket setelah membersihkan wajah,gladlow cherry blossom betaine micellar water prunus speciosa flower extract betaine bersih makeup waterproof dan kotor beri rasa segar dan lembab tidak asa lengket telah bersih wajah
Glad2Glow Blackberry AHA BHA PHA Daily Exfoliating Toner,Toner,"Galactomyces Ferment Filtrate, Niacinamide, Glycolic Acid, Lactic Acid, Salicylic Acid, Lactobionic Acid, Ceramide AP, Ceramide NP, Ceramide NS, Sodium Lactate, Gentiana Scabra Root Extract, Rubus Fruticosus Seed Extract",Semua Jenis Kulit,"Merawat kulit berjerawat
Mengangkat sel kulit mati dan komedo 
Menghaluskan kulit ",glad2glow,gladlow blackberry aha bha pha daily exfoliating toner,galactomyces ferment filtrate niacinamide glycolic acid lactic acid salicylic acid lactobionic acid ceramide ap ceramide np ceramide ns sodium lactate gentiana scabra root extract rubus fruticosus seed extract,merawat kulit berjerawat mengangkat sel kulit mati dan komedo menghaluskan kulit,gladlow blackberry aha bha pha daily exfoliating toner galactomyces ferment filtrate niacinamide glycolic acid lactic acid salicylic acid lactobionic acid ceramide ap ceramide np ceramide ns sodium lactate gentiana scabra root extract rubus fruticosus seed extract merawat kulit berjerawat mengangkat sel kulit mati dan komedo menghaluskan kulit,gladlow blackberry aha bha pha daily exfoliating toner galactomyces ferment filtrate niacinamide glycolic acid lactic acid salicylic acid lactobionic acid ceramide ap ceramide np ceramide ns sodium lactate gentiana scabra root extract rubus fruticosus seed extract merawat kulit berjerawat mengangkat sel kulit mati dan komedo menghaluskan kulit,gladlow blackberry aha bha pha daily exfoliating toner galactomyces ferment filtrate niacinamide glycolic acid lactic acid salicylic acid lactobionic acid ceramide ap ceramide np ceramide ns sodium lactate gentiana scabra root extract rubus fruticosus seed extract rawat kulit jerawat angkat sel kulit mati dan komedo halus kulit
Glad2Glow Centella 2% Salicylic Acid Power Acne Serum,Serum,"Niacinamide, Glycerin, Salicylic Acid, Ectoin, Dipotassium Glycyrrhizate, Ceramide AP, Ceramide NP, Ceramide NS, Centella Asiatica Extract, Allantoin, Sodium Hyaluronate, Glycolic Acid, Sodium Lactate, Urea",Semua Jenis Kulit,"Merawat kulit berjerawat dan kemerahan
Menenangkan kulit berjerawat
Menyamarkan bekas jerawat",glad2glow,gladlow centella 2% salicylic acid power acne serum,niacinamide glycerin salicylic acid ectoin dipotassium glycyrrhizate ceramide ap ceramide np ceramide ns centella asiatica extract allantoin sodium hyaluronate glycolic acid sodium lactate urea,merawat kulit berjerawat dan kemerahan menenangkan kulit berjerawat menyamarkan bekas jerawat,gladlow centella 2% salicylic acid power acne serum niacinamide glycerin salicylic acid ectoin dipotassium glycyrrhizate ceramide ap ceramide np ceramide ns centella asiatica extract allantoin sodium hyaluronate glycolic acid sodium lactate urea merawat kulit berjerawat dan kemerahan menenangkan kulit berjerawat menyamarkan bekas jerawat,gladlow centella salicylic acid power acne serum niacinamide glycerin salicylic acid ectoin dipotassium glycyrrhizate ceramide ap ceramide np ceramide ns centella asiatica extract allantoin sodium hyaluronate glycolic acid sodium lactate urea merawat kulit berjerawat dan kemerahan menenangkan kulit berjerawat menyamarkan bekas jerawat,gladlow centella salicylic acid power acne serum niacinamide glycerin salicylic acid ectoin dipotassium glycyrrhizate ceramide ap ceramide np ceramide ns centella asiatica extract allantoin sodium hyaluronate glycolic acid sodium lactate urea rawat kulit jerawat dan merah tenang kulit jerawat samar bekas jerawat
Glad2Glow Mugwort Salicylic Acid Acne Clay Stick,Mask,"Salicylic Acid, Niacinamide, Beta-Glucan, Centella Asiatica Extract, Artemisia Vulgaris Extract, Curcuma Longa (Turmeric) Root Extract, Pinus Densiflora Leaf Extract, Rhamnose, Verbascum Thapsus Extract",Semua Jenis Kulit,"merawat kulit berjerawat. Tidak memberikan sensasi kering tertarik pada kulit serta mudah dibilas, menjadikan kulit bersih dan halus.",glad2glow,gladlow mugwort salicylic acid acne clay stick,salicylic acid niacinamide beta glucan centella asiatica extract artemisia vulgaris extract curcuma longa turmeric root extract pinus densiflora leaf extract rhamnose verbascum thapsus extract,merawat kulit berjerawat tidak memberikan sensasi kering tertarik pada kulit serta mudah dibilas menjadikan kulit bersih dan halus,gladlow mugwort salicylic acid acne clay stick salicylic acid niacinamide beta glucan centella asiatica extract artemisia vulgaris extract curcuma longa turmeric root extract pinus densiflora leaf extract rhamnose verbascum thapsus extract merawat kulit berjerawat tidak memberikan sensasi kering tertarik pada kulit serta mudah dibilas menjadikan kulit bersih dan halus,gladlow mugwort salicylic acid acne clay stick salicylic acid niacinamide beta glucan centella asiatica extract artemisia vulgaris extract curcuma longa turmeric root extract pinus densiflora leaf extract rhamnose verbascum thapsus extract merawat kulit berjerawat tidak memberikan sensasi kering tertarik pada kulit serta mudah dibilas menjadikan kulit bersih dan halus,gladlow mugwort salicylic acid acne clay stick salicylic acid niacinamide beta glucan centella asiatica extract artemisia vulgar extract curcuma longa turmeric root extract pinus densiflora leaf extract rhamnose verbascum thapsus extract rawat kulit jerawat tidak beri sensasi kering tarik pada kulit serta mudah bilas jadi kulit bersih dan halus
